type,year,hs6,partner_iso3,intensity,value,yoy,peer_median,delta_vs_peer,method,peer_countries,peer_count,methodology_explanation
YoY_export_change,2023,420100,KGZ,3348.0,3349.0,3348.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,853229,AUS,31464.2,314652.0,31464.2,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,482370,AUS,3379.8088235294117,229895.0,3379.8088235294117,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,630392,AUS,355.5911330049261,72388.0,355.5911330049261,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,380190,GBR,28228.5,451672.0,28228.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,282300,GBR,19176.25,230127.0,19176.25,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,390940,GBR,7864.666666666667,47194.0,7864.666666666667,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,330430,IDN,24953.0,374310.0,24953.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842820,IDN,2199.3710885852797,4992642.0,2199.3710885852797,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,360310,IDN,653.8307692307692,170256.0,653.8307692307692,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,481950,LVA,24024.0,336350.0,24024.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,151419,LVA,19550.78125,625657.0,19550.78125,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,681291,LVA,2513.018181818182,138271.0,2513.018181818182,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851680,ETH,23633.0,23634.0,23633.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,870840,ETH,676.2210526315789,128672.0,676.2210526315789,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,321490,ETH,522.0,523.0,522.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,071390,LTU,23577.0,70734.0,23577.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,847720,LTU,10869.448979591836,532652.0,10869.448979591836,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,293930,LTU,10399.5,20801.0,10399.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,850710,ISR,22843.243697478993,2718465.0,22843.243697478993,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,690220,ISR,11252.266666666666,168799.0,11252.266666666666,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,901490,ISR,7910.45,158229.0,7910.45,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842230,MDV,19683.0,78736.0,19683.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,854790,MDV,2406.25,28887.0,2406.25,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851769,MDV,1182.625,18938.0,1182.625,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,901839,NZL,18781.133333333335,281732.0,18781.133333333335,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,901831,NZL,11137.8,167082.0,11137.8,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,293499,NZL,6201.7,62027.0,6201.7,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,845320,NLD,18758.214285714286,262629.0,18758.214285714286,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,580137,NLD,7533.523809523809,158225.0,7533.523809523809,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,840420,NLD,6917.575757575758,228313.0,6917.575757575758,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,940511,TTO,18580.615384615383,1207805.0,18580.615384615383,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,940320,TTO,335.5403225806452,166924.0,335.5403225806452,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,761699,TTO,142.48217500900253,398450.0,142.48217500900253,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,401519,EGY,17239.166666666668,103441.0,17239.166666666668,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,847290,EGY,7773.3,77743.0,7773.3,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,621133,EGY,6007.146428571428,1682281.0,6007.146428571428,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,490110,MYS,16692.8,83469.0,16692.8,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,871499,MYS,16615.0,16616.0,16615.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,730640,MYS,1491.4,22386.0,1491.4,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,821290,TUR,16042.6,80218.0,16042.6,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,380892,TUR,14725.2,73631.0,14725.2,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,960321,TUR,13244.8,66229.0,13244.8,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,560391,SRB,15349.5,92103.0,15349.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,293626,SRB,8622.0,8623.0,8622.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,731431,SRB,7363.727272727273,81012.0,7363.727272727273,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,300691,DEU,13634.0,13635.0,13634.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,840420,DEU,5577.375,267762.0,5577.375,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,151090,DEU,1216.4878048780488,49917.0,1216.4878048780488,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,847340,MKD,11982.0,23966.0,11982.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851829,MKD,1687.5,3377.0,1687.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,481310,MKD,1322.0,31752.0,1322.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,591131,BRA,11434.954545454546,251591.0,11434.954545454546,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,903281,BRA,8229.666666666666,24692.0,8229.666666666666,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852550,BRA,7755.941860465116,667097.0,7755.941860465116,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,761290,KOR,11052.922330097088,2277108.0,11052.922330097088,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,320300,KOR,3612.422680412371,350502.0,3612.422680412371,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,392112,KOR,3289.16,82254.0,3289.16,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,401693,GAB,11030.111111111111,297840.0,11030.111111111111,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,392690,GAB,945.3636363636364,10410.0,945.3636363636364,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842121,GAB,680.6129032258065,42260.0,680.6129032258065,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,850790,HRV,10677.68,266967.0,10677.68,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,560741,HRV,7702.970588235294,261935.0,7702.970588235294,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,854130,HRV,7062.0,155386.0,7062.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,480256,BGR,10242.5,61461.0,10242.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,741110,BGR,9001.5,72020.0,9001.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,160414,BGR,6547.166666666667,39289.0,6547.166666666667,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,220190,ESP,10200.666666666666,122420.0,10200.666666666666,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,381231,ESP,6033.523809523809,126725.0,6033.523809523809,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,382440,ESP,3985.0,7972.0,3985.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,480890,ZAF,10037.0,20076.0,10037.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,390190,ZAF,1996.5526315789473,75907.0,1996.5526315789473,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,760120,ZAF,1863.375,59660.0,1863.375,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,400819,MAR,9853.0,39416.0,9853.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,330790,MAR,9353.444444444445,84190.0,9353.444444444445,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,551612,MAR,1606.8474576271187,94863.0,1606.8474576271187,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842099,AUT,9766.241379310344,566500.0,9766.241379310344,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,843353,AUT,4044.0,60675.0,4044.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842619,AUT,2332.781121751026,1705994.0,2332.781121751026,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,481390,ARM,9313.0,27942.0,9313.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,380290,ARM,1372.3157894736842,26093.0,1372.3157894736842,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,732190,ARM,533.0,1068.0,533.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,691490,MDA,9178.357142857143,257022.0,9178.357142857143,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,382290,MDA,8962.0,8963.0,8962.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,381600,MDA,3620.0,50694.0,3620.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,860799,SGP,8941.714285714286,375594.0,8941.714285714286,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,220890,SGP,1783.3333333333333,10706.0,1783.3333333333333,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,220410,SGP,759.5,3042.0,759.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,281121,CHN,8868.5,17739.0,8868.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,170490,CHN,7462.181818181818,246285.0,7462.181818181818,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,440929,CHN,2961.1666666666665,35546.0,2961.1666666666665,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852491,MEX,8208.697674418605,353017.0,8208.697674418605,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852352,MEX,5499.0,5500.0,5499.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851580,MEX,1127.8805555555555,812794.0,1127.8805555555555,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,841720,SVN,8197.098214285714,918187.0,8197.098214285714,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,550320,SVN,5092.208333333333,122237.0,5092.208333333333,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,071080,SVN,3909.0,39100.0,3909.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,291719,IRN,7546.5,15095.0,7546.5,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842121,IRN,5030.285714285715,1866607.0,5030.285714285715,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,848230,IRN,1111.4761904761904,280344.0,1111.4761904761904,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,760200,CAN,7505.809523809524,157643.0,7505.809523809524,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852869,CAN,6121.0,177538.0,6121.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,591131,CAN,3804.75,30446.0,3804.75,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,481830,EST,6631.0,6632.0,6631.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,903020,EST,1279.6666666666667,3842.0,1279.6666666666667,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,240491,EST,1019.7115384615385,53077.0,1019.7115384615385,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,846490,ARE,6325.0,392212.0,6325.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,701610,ARE,5656.615384615385,73549.0,5656.615384615385,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,870422,ARE,506.5036598349747,7626765.0,506.5036598349747,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,401693,SYC,6256.0,6257.0,6256.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,730290,PRT,5463.615384615385,71040.0,5463.615384615385,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,382440,PRT,3333.7169811320755,176740.0,3333.7169811320755,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,611490,PRT,2680.5714285714284,18771.0,2680.5714285714284,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,853720,SAU,5064.896678966789,8237147.999999999,5064.896678966789,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,854141,SAU,1678.3769401330378,757399.0,1678.3769401330378,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852359,SAU,1531.6666666666667,4598.0,1531.6666666666667,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,090931,POL,5000.257763975155,1610405.0,5000.257763975155,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,285310,POL,3450.0,6902.0,3450.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,380690,POL,1235.625,89037.0,1235.625,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,853229,NGA,4778.444444444444,86030.0,4778.444444444444,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,842490,NGA,1809.9375,57950.0,1809.9375,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,854430,NGA,1248.7692307692307,16247.0,1248.7692307692307,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,880730,TZA,4685.411764705882,239007.0,4685.411764705882,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,852352,TZA,1150.3333333333333,24178.0,1150.3333333333333,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851840,TZA,601.3302752293578,65654.0,601.3302752293578,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,391731,LKA,4674.1,46751.0,4674.1,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,850490,LKA,2242.36,112168.0,2242.36,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,481920,LKA,1746.0,3494.0,1746.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,280700,UKR,4621.070987654321,1497551.0,4621.070987654321,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851761,UKR,2357.1913875598084,492862.0,2357.1913875598084,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,901831,UKR,2108.1119402985073,282621.0,2108.1119402985073,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,220299,PHL,4476.555555555556,40298.0,4476.555555555556,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,850720,PHL,2456.6,24576.0,2456.6,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,848330,PHL,316.56410256410254,99080.0,316.56410256410254,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,940521,MNG,4117.0,12354.0,4117.0,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,930400,MNG,3506.6,2385168.0,3506.6,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,902680,MNG,3106.2535211267605,220615.0,3106.2535211267605,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,847989,PRY,3997.8490566037735,211939.0,3997.8490566037735,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,851771,PRY,985.3690476190476,248565.0,985.3690476190476,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,930599,PRY,426.1749271137026,146521.0,426.1749271137026,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,950430,CYP,3753.9402985074626,251581.0,3753.9402985074626,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,293690,CYP,1214.388888888889,43754.0,1214.388888888889,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
YoY_export_change,2023,170199,CYP,1048.5454545454545,23090.0,1048.5454545454545,,,yoy_export,[],0,Significant year-over-year changes in Czech export values to specific markets.
